Name;Length [Bit];Byte Order;Value Type;Initial Value;Factor;Offset;Minimum;Maximum;Unit;Value Table;Comment;Message(s);SigFixedValue;InvalidValue;GenSigTimeoutTime;GenSigStartValue;GenSigInactiveValue;GenSigSendType
QU_AVL_RPM_WHL_RRH;4;Intel;Unsigned;8;1;0;1;15;;VtSig_QU_AVL_RPM_WHL_RRH;Status qualifier for signal Ist_Drehzahl_Rad_HR....;AVL_RPM_WHL;1;15;0;8;0;Cyclic
QU_FN_ABS;12;Intel;Unsigned;4095;1;0;512;4095;;VtSig_QU_FN_ABS;ABS function qualifier....;ST_STAB_DSC;NoFixedValue;4095;0;4095;0;Cyclic
QU_FN_ASC;12;Intel;Unsigned;4095;1;0;512;4095;;VtSig_QU_FN_ASC;ASC TCS function qualifier. ...;ST_STAB_DSC;NoFixedValue;4095;0;4095;0;Cyclic
QU_FN_FDR;12;Intel;Unsigned;4095;1;0;0;4095;;VtSig_QU_FN_FDR;FDR ESC function qualifier....;ST_STAB_DSC;NoFixedValue;4095;0;4095;0;Cyclic
QU_ST_CON_VEH;4;Intel;Unsigned;15;1;0;2;15;;VtSig_QU_ST_CON_VEH;The signal indicates whether the calculated value of Status_Zustand_Fahrzeug.fixed=2;CON_VEH;2;15;0;15;0;Cyclic
QU_V_VEH_COG;4;Intel;Unsigned;15;1;0;1;15;;VtSig_QU_V_VEH_COG;Status qualifier for the signal Geschwindigkeit_Fahrzeug_Schwerpunkt.  Minimum requirements for sending a valid signal value (starting from 2008-06-10, the following applies for L6/L7/F25)...;BundleEAFlexrayToCANFD20msNo1;1;15;100;15;0;Cyclic
RequestExtraBoostETractSys1;2;Intel;Unsigned;3;1;0;0;3;;VtSig_RequestExtraBoostETractSys1;Additional torque as torque boost, requested for electric machine system 1 (ExtraBoost in PowerMode)....;CombinedChargerUnit10msNo2;0;3;0;3;0;Cyclic
RequestExtraBoostETractSys2;2;Intel;Unsigned;3;1;0;0;3;;VtSig_RequestExtraBoostETractSys2;Additional torque as torque boost, requested for electric machine system 2 (ExtraBoost in PowerMode)....;CombinedChargerUnit10msNo2;0;3;0;3;0;Cyclic
SecOcDataP2V_VEH;64;Intel;Unsigned;1.84467e+19;1;0;0;1.84467e+19;;<none>;SecOcDataP2V_VEH...;BundleEAFlexrayToCANFD20msNo1;255;FFFFFFFFFFFFFFFF;100;-2147483648;0;Cyclic
SFA_CenteringStatus;3;Intel;Unsigned;0;1;0;0;7;;VtSig_SFA_CenteringStatus;;SFA_SteerWheel_Info;NoFixedValue;7;0;0;0;Cyclic
SFA_EmergencyRequest;2;Intel;Unsigned;0;1;0;0;3;;VtSig_SFA_EmergencyRequest;;SFA_SteerWheel_Info;NoFixedValue;3;0;0;0;Cyclic
SFA_SteerWheelAngle;16;Intel;Unsigned;0;0.02;0;0;1310.7;deg;VtSig_SFA_SteerWheelAngle;SFA Calculated Steering Angle;SFA_SteerWheel_Info;NoFixedValue;255;0;0;0;Cyclic
SFA_SteerWheelAngleSpeed;8;Intel;Unsigned;0;4;0;0;1020;deg/s;VtSig_SFA_SteerWheelAngleSpeed;SFA_SteerWheelAngleSpeed;SFA_SteerWheel_Info;NoFixedValue;255;0;0;0;Cyclic
SFA_SteerWheelTorque;12;Intel;Unsigned;0;0.02;0;0;81.9;Nm;VtSig_SFA_SteerWheelTorque;Torque applied to the steering wheel;SFA_SteerWheel_Info;NoFixedValue;255;0;0;0;Cyclic
SFA_WarningLamp;3;Intel;Unsigned;0;1;0;0;7;;VtSig_SFA_WarningLamp;SFAM Warning Lamp;SFA_SteerWheel_Info;NoFixedValue;7;0;0;0;Cyclic
ST_BRG_DV;6;Intel;Unsigned;63;1;0;0;63;;VtSig_ST_BRG_DV;Status information regarding deceleration by the driver or by driver assistance systems or by a deceleration due to recuperation.;ST_STAB_DSC;NoFixedValue;63;0;63;0;Cyclic
ST_CON_VEH;4;Intel;Unsigned;15;1;0;0;15;;VtSig_ST_CON_VEH;The signal Status_Zustand_Fahrzeug describes the vehicle state;CON_VEH;NoFixedValue;15;0;15;0;Cyclic
ST_ENERG_FZM;4;Intel;Unsigned;15;1;0;0;15;;VtSig_ST_ENERG_FZM;This signal has an equivalent on the SF-CAN.fixed=1;FZZSTD;1;15;0;15;0;Cyclic
ST_ILK_ERRM_FZM;2;Intel;Unsigned;3;1;0;0;3;;VtSig_ST_ILK_ERRM_FZM;Defined by means of DMA_PA_4975 of the central error memory / diagnostic master 10000504-000-14 requirements specification. Mapping the Ethernet StatusEnergy service interface to legacy buses....;FZZSTD;0;3;0;3;0;Cyclic
ST_SLIP_THO;4;Intel;Unsigned;15;1;0;0;15;;VtSig_ST_SLIP_THO;Signal includes axle-specific information indicating whether a slip threshold is exceeded on at least one wheel of the specified axle. ...;ST_STAB_DSC_2;15;15;0;15;0;Cyclic
ST_TAR_RPM_BAX;4;Intel;Unsigned;15;1;0;0;15;;VtSig_ST_TAR_RPM_BAX;With this status, the limits to the minimum and maximum wheel speed limit for the rear axle can be activated or deactivated....;BundleEAFlexrayToAECANFD10msNo1;0;15;50;15;0;Cyclic
ST_TAR_RPM_FTAX;4;Intel;Unsigned;15;1;0;0;15;;VtSig_ST_TAR_RPM_FTAX;With this status, the limits to the minimum and maximum wheel speed limit for the front axle can be activated or deactivated....;BundleEAFlexrayToAECANFD10msNo1;0;15;50;15;0;Cyclic
ST_TRAI;2;Intel;Unsigned;3;1;0;0;3;;VtSig_ST_TRAI;This parameter / signal indicates if a trailer is really connected or not. fixed=0;STAT_ANHAENGER;NoFixedValue;3;0;3;0;Cyclic
STAT_CL15_L;2;Intel;Unsigned;0;1;0;0;3;;VtSig_STAT_CL15_L;;CLAMP_STAT;NoFixedValue;255;0;0;0;Cyclic
STAT_CL15_WUPL;2;Intel;Unsigned;0;1;0;0;3;;VtSig_STAT_CL15_WUPL;fixed=0;CLAMP_STAT;0;255;0;0;0;Cyclic
STAT_CL30S_L;2;Intel;Unsigned;0;1;0;0;3;;VtSig_STAT_CL30S_L;fixed=0;CLAMP_STAT;0;255;0;0;0;Cyclic
STAT_CL30S_Light;2;Intel;Unsigned;0;1;0;0;3;;VtSig_STAT_CL30S_Light;fixed=0;CLAMP_STAT;0;255;0;0;0;Cyclic
StatusServiceDisconnectionPlug;2;Intel;Unsigned;3;1;0;1;3;;VtSig_StatusServiceDisconnectionPlug;Status of the service disconnector: plugged in or not plugged in...;HighVoltageStorage200msNo1;NoFixedValue;3;0;3;0;Cyclic
StatusSlipThresholdsFrontAxle;4;Intel;Unsigned;15;1;0;0;15;;VtSig_StatusSlipThresholdsFrontAxle;Communication of slip status for front and rear axle. This information is relevant for deactivation of comfort functions (i. e. ASD) and for functional safety...;BundleEAFlexrayToAECANFD10msNo1;0;15;50;15;0;Cyclic
StatusSlipThresholdsRearAxle;4;Intel;Unsigned;15;1;0;0;15;;VtSig_StatusSlipThresholdsRearAxle;Communication of slip status for front and rear axle. This information is relevant for deactivation of comfort functions (i. e. ASD) and for functional safety...;BundleEAFlexrayToAECANFD10msNo1;0;15;50;15;0;Cyclic
StsDisconnectingSwtHighVoltStorg;6;Intel;Unsigned;63;1;0;0;63;;VtSig_StsDisconnectingSwtHighVoltStorg;Status of the disconnecting elements in the high voltage battery incl. status for the stuck welded contactor.;HighVoltageStorage200msNo1;NoFixedValue;63;0;63;0;Cyclic
T_SEC_COU_REL;32;Intel;Unsigned;4294967295;1;0;0;4294967295;s;<none>;...;RELATIVZEIT;NoFixedValue;4294967295;0;-2147483648;0;Cyclic
TAR_RPM_MAX_BAX;16;Intel;Unsigned;655.35;0.01;0;0;655.35;rad/s;VtSig_TAR_RPM_MAX_BAX;Maximum wheel speed at the rear axle....;BundleEAFlexrayToAECANFD10msNo1;400;65535;50;65535;0;Cyclic
TAR_RPM_MAX_FTAX;16;Intel;Unsigned;655.35;0.01;0;0;655.35;rad/s;VtSig_TAR_RPM_MAX_FTAX;Maximum wheel speed at the front axle....;BundleEAFlexrayToAECANFD10msNo1;400;65535;50;65535;0;Cyclic
TAR_RPM_MIN_BAX;16;Intel;Unsigned;655.35;0.01;0;0;655.35;rad/s;VtSig_TAR_RPM_MIN_BAX;Minimum wheel speed at the rear axle....;BundleEAFlexrayToAECANFD10msNo1;0;65535;50;65535;0;Cyclic
TAR_RPM_MIN_FTAX;16;Intel;Unsigned;655.35;0.01;0;0;655.35;rad/s;VtSig_TAR_RPM_MIN_FTAX;Minimum wheel speed at the front axle....;BundleEAFlexrayToAECANFD10msNo1;0;65535;50;65535;0;Cyclic
TAR_STIF_SPCO;4;Intel;Unsigned;15;1;0;0;15;;VtSig_TAR_STIF_SPCO;Standardized value for the regulator stiffness. Valid for all speed regulators on the EA side....;BundleEAFlexrayToAECANFD10msNo1;5;12;50;15;0;Cyclic
TCSActive;1;Intel;Unsigned;0;1;0;0;1;;VtSig_TCSActive;Traction control system activation;EBCM_STATUS;NoFixedValue;;0;0;0;Cyclic
TCSAvailable;1;Intel;Unsigned;0;1;0;0;1;;VtSig_TCSAvailable;Traction control system available;EBCM_STATUS;NoFixedValue;;0;0;0;Cyclic
TEMP_EX;8;Intel;Unsigned;87.5;0.5;-40;-40;87.5;°C;<none>;Here the processed (= filtered) ambient temperature is made available to all other bus subscribers.;A_TEMP;NoFixedValue;FF;0;255;0;Cyclic
V_VEH_COG;16;Intel;Unsigned;0;0.015625;0;0;350;km/h;<none>;Absolute speed of the vehicle's center of gravity; contains the ratios from vehicle longitudinal and lateral speed.  This signal is mainly based on the four wheel speeds. ;BundleEAFlexrayToCANFD20msNo1;NoFixedValue;65535;100;0;0;Cyclic
VCU_ACChargingVoltage;8;Intel;Unsigned;0;1;0;0;255;V;<none>;AC charging voltage;VCU_ChargingConnection;NoFixedValue;255;0;0;0;Cyclic
VCU_AcChgGunIn;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_AcChgGunIn;Slow Charge Gun Insert Status ;VCU_ChargingConnection;NoFixedValue;;0;0;0;Cyclic
VCU_ACPD_Percent;12;Intel;Unsigned;0;0.0625;0;0;100;%;<none>;The signal contains the actual angle of the acceleration pedal100% acceleration pedal position shall only provided in case of kick down.Without kickdown the maximum value shall be 99.;VCU_HV_DrvSys_status;NoFixedValue;4095;0;0;0;Cyclic
VCU_ACPD_Percent_Valid;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_ACPD_Percent_Valid;Qualifier for corresponding signal.  In value table not defined values are reserved;VCU_HV_DrvSys_status;NoFixedValue;1;0;0;0;Cyclic
VCU_ACT_DriveMode;3;Intel;Unsigned;0;1;0;0;7;;VtSig_VCU_ACT_DriveMode;Vehicle drive mode;VCU_HV_DrvSys_status;NoFixedValue;7;0;0;0;Cyclic
VCU_ACT_DriveModeValid;1;Intel;Unsigned;1;1;0;0;1;;<none>;Vehicle drive mode status;VCU_HV_DrvSys_status;NoFixedValue;1;0;1;0;Cyclic
VCU_ACT_Gear;3;Intel;Unsigned;0;1;0;0;7;;VtSig_VCU_ACT_Gear;actual gear,Provide gear shift signal;VCU_HV_DrvSys_status;NoFixedValue;7;0;0;0;Cyclic
VCU_ACT_GearValid;1;Intel;Unsigned;1;1;0;0;1;;VtSig_VCU_ACT_GearValid;Indicate the current gear position...;VCU_HV_DrvSys_status;NoFixedValue;1;0;1;0;Cyclic
VCU_BattChargingStatus;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_BattChargingStatus;HV battery charging - not charging status,for displaying only ( for both regen  charging );VCU_MHU_info;NoFixedValue;;0;0;0;Cyclic
VCU_BattSOC;10;Intel;Unsigned;0;0.1;0;0;100;%;<none>;HV battery SOC for displaying only;VCU_MHU_info;NoFixedValue;;0;0;0;Cyclic
VCU_CantChangeGear;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_CantChangeGear;Unable to change gear position;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_ChargingInletTempHigh;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_ChargingInletTempHigh;Warning is given by VCU when the temperature of Charging Inlet higher than the limitation;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_CheckDriveTrain;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_CheckDriveTrain;Warning given by VCU when E-Motor send warning signals;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_ChgGun_Status;3;Intel;Unsigned;7;1;0;0;7;;VtSig_VCU_ChgGun_Status;Charging gun status;VCU_MHU_info;NoFixedValue;7;0;7;0;Cyclic
VCU_ChgGunConnStatus;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_ChgGunConnStatus;Charging gun connection status;VCU_MHU_info;NoFixedValue;;0;0;0;Cyclic
VCU_CoolantTempHigh;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_CoolantTempHigh;Warning given by VCU when radiator inlet and/or outlet temperature exceed temperature high warning threshold (yellow);VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_CoolingTempExceedLimit;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_CoolingTempExceedLimit;Warning when radiator inlet and/or outlet temperature exceed temperature high warning threshold (red);VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_CPValue;7;Intel;Unsigned;0;1;0;0;100;%;<none>;Charging port duty Cycle value (PWM);VCU_ChargingConnection;NoFixedValue;127;0;0;0;Cyclic
VCU_CurPwrConsum;4;Intel;Unsigned;0;1;0;0;15;km/kWh;<none>;Instant Power consumption;VCU_MHU_info;NoFixedValue;;0;0;0;Cyclic
VCU_DCChgGunIn;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_DCChgGunIn;Connection status of DC Fast charging Gun;VCU_ChargingConnection;NoFixedValue;;0;0;0;Cyclic
VCU_DCDC_TempHigh;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_DCDC_TempHigh;Waring is given by VCU when the temperature of DCDC higher than the limitation;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_EmergencyShutdown;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_EmergencyShutdown;Emergency Shutdown: Immediately open the HV contactors;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_GearMalfunc;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_GearMalfunc;Gear change might be not possible;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_GearPAtStationaryOnly;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_GearPAtStationaryOnly;Gear position P only when stationary;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_GearPNotPossible;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_GearPNotPossible;Gear P not possible: Due to EPP lock is not possible, gear position P may not be possible.;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_HeatLoopTempSensorErr;3;Intel;Unsigned;0;1;0;0;4;;VtSig_VCU_HeatLoopTempSensorErr;- Heating Loop Temp Sensor  A  Errors: General Electric Failure, Circuit Short To Ground, Circuit Short To Battery, Circuit Intermittent;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_HV_DrvSystemStatus;3;Intel;Unsigned;0;1;0;0;7;;VtSig_VCU_HV_DrvSystemStatus;Status of driving system ( Highvoltage );VCU_HV_DrvSys_status;NoFixedValue;7;0;0;0;Cyclic
VCU_HV_SystemStatus;3;Intel;Unsigned;0;1;0;0;7;;VtSig_VCU_HV_SystemStatus;High Voltage system status;VCU_HV_DrvSys_status;NoFixedValue;7;0;0;0;Cyclic
VCU_HVbatSoc_charged;10;Intel;Unsigned;0;0.1;0;0;100;%;<none>;Estimated HVBattery SOC by current charging condition ( max chg.current, chg.time, …);VCU_HVsystem_status;NoFixedValue;1023;0;0;0;Cyclic
VCU_HVbatSoc_charged_estStatus;2;Intel;Unsigned;0;1;0;0;3;;VtSig_VCU_HVbatSoc_charged_estStatus;VCU_HVbatSoc_charged_estStatus;VCU_HVsystem_status;NoFixedValue;3;0;0;0;Cyclic
VCU_HVILErr;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_HVILErr;High Voltage Interlock loop circuit error;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_HVSystemReduced;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_HVSystemReduced;Reduced HV System Power;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_Limphome;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_Limphome;Speed regulation apply to e-drive system;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_MaxCurrentOfACCharging;6;Intel;Unsigned;0;1;0;0;63;A;<none>;Maximum Charging current of AC Charging;VCU_ChargingConnection;NoFixedValue;63;0;0;0;Cyclic
VCU_MotorCoolantPumpErr;3;Intel;Unsigned;0;1;0;0;3;;VtSig_VCU_MotorCoolantPumpErr;- Drive Motor Coolant Pump A Errors: Circuit Open, Circuit Short To Ground, Circuit Short To Battery.;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_OBCTempHigh;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_OBCTempHigh;Warning is given by VCU when the temperature of OBC higher than the limitation;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_ParkLockNotEngaged;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_ParkLockNotEngaged;Warning given by VCU when park lock request is sent to E-Motor but actual park lock status from E-Motor is not engaged;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_PressBreakToEngageGear;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_PressBreakToEngageGear;Press Brake to engage gear hint;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_RemainingRange;12;Intel;Unsigned;0;0.5;0;0;2047.5;km;<none>;Km: Coverable distance with present energy in vehicle.;VCU_MHU_info;NoFixedValue;;0;0;0;Cyclic
VCU_RunningRange_charged;12;Intel;Unsigned;0;0.5;0;0;2047.5;km;<none>;Estimated running range after charged by current charging condition ( max chg.current, chg.time, …);VCU_HVsystem_status;NoFixedValue;4095;0;0;0;Cyclic
VCU_RunningRange_chrg_estSts;2;Intel;Unsigned;0;1;0;0;3;;VtSig_VCU_RunningRange_chrg_estSts;Status of estimation running range after charged by current charging condition ( max chg.current, chg.time, …);VCU_HVsystem_status;NoFixedValue;3;0;0;0;Cyclic
VCU_TransmissionMalfunction;1;Intel;Unsigned;0;1;0;0;1;;VtSig_VCU_TransmissionMalfunction;Warning given by VCU when E-Motor send warning signals;VCU_WarnMsg;NoFixedValue;;0;0;0;Cyclic
VCU_VehChg_STS;3;Intel;Unsigned;0;1;0;0;7;;VtSig_VCU_VehChg_STS;Vehicle Charging Status;VCU_MHU_info;NoFixedValue;7;0;0;0;Cyclic
WEstTot_Nm;16;Intel;Unsigned;0;1;0;0;65535;Nm;<none>;Estimated Total Brake Torque of Wheels;IEB_01;NoFixedValue;65535;0;0;0;Cyclic
